Nr,KeggModule,KeggModuleNR,KeggModuleName,CategoryGlobal,Category,KeggModuleOrder
360,Energy metabolism - Carbon fixation - M00376: 3-Hydroxypropionate bi-cycle,M00376,M00376: 3-Hydroxypropionate bi-cycle,Energy metabolism,Carbon fixation,360
361,Energy metabolism - Carbon fixation - M00377: Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway),M00377,M00377: Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway),Energy metabolism,Carbon fixation,361
362,Energy metabolism - Methane metabolism - M00378: F420 biosynthesis,M00378,M00378: F420 biosynthesis,Energy metabolism,Methane metabolism,362
363,Genetic information processing - Ubiquitin system - M00379: SCF-MET30 complex,M00379,M00379: SCF-MET30 complex,Genetic information processing,Ubiquitin system,363
364,Genetic information processing - Ubiquitin system - M00380: SCF-BTRC complex,M00380,M00380: SCF-BTRC complex,Genetic information processing,Ubiquitin system,364
365,Genetic information processing - Ubiquitin system - M00381: SCF-SKP2 complex,M00381,M00381: SCF-SKP2 complex,Genetic information processing,Ubiquitin system,365
366,Genetic information processing - Ubiquitin system - M00382: SCF-FBS complex,M00382,M00382: SCF-FBS complex,Genetic information processing,Ubiquitin system,366
367,Genetic information processing - Ubiquitin system - M00383: ECV complex,M00383,M00383: ECV complex,Genetic information processing,Ubiquitin system,367
368,Genetic information processing - Ubiquitin system - M00384: Cul3-SPOP complex,M00384,M00384: Cul3-SPOP complex,Genetic information processing,Ubiquitin system,368
369,Genetic information processing - Ubiquitin system - M00385: Cul4-DDB1-DDB2 complex,M00385,M00385: Cul4-DDB1-DDB2 complex,Genetic information processing,Ubiquitin system,369
370,Genetic information processing - Ubiquitin system - M00386: Cul4-DDB1-CSA complex,M00386,M00386: Cul4-DDB1-CSA complex,Genetic information processing,Ubiquitin system,370
371,Genetic information processing - Ubiquitin system - M00387: SCF-FBW7 complex,M00387,M00387: SCF-FBW7 complex,Genetic information processing,Ubiquitin system,371
372,Genetic information processing - Ubiquitin system - M00388: ECS complex,M00388,M00388: ECS complex,Genetic information processing,Ubiquitin system,372
373,Genetic information processing - Ubiquitin system - M00389: APC/C complex,M00389,M00389: APC/C complex,Genetic information processing,Ubiquitin system,373
374,"Genetic information processing - RNA processing - M00390: Exosome, archaea",M00390,"M00390: Exosome, archaea",Genetic information processing,RNA processing,374
375,"Genetic information processing - RNA processing - M00391: Exosome, eukaryotes",M00391,"M00391: Exosome, eukaryotes",Genetic information processing,RNA processing,375
376,Genetic information processing - RNA processing - M00392: Ski complex,M00392,M00392: Ski complex,Genetic information processing,RNA processing,376
377,Genetic information processing - RNA processing - M00393: TRAMP complex,M00393,M00393: TRAMP complex,Genetic information processing,RNA processing,377
378,Genetic information processing - RNA processing - M00394: RNA degradosome,M00394,M00394: RNA degradosome,Genetic information processing,RNA processing,378
379,Genetic information processing - RNA processing - M00395: Decapping complex,M00395,M00395: Decapping complex,Genetic information processing,RNA processing,379
380,Genetic information processing - Spliceosome - M00396: Lsm 2-8 complex,M00396,M00396: Lsm 2-8 complex,Genetic information processing,Spliceosome,380
381,Genetic information processing - Spliceosome - M00397: Lsm 1-7 complex,M00397,M00397: Lsm 1-7 complex,Genetic information processing,Spliceosome,381
382,Genetic information processing - Spliceosome - M00398: Sm core complex,M00398,M00398: Sm core complex,Genetic information processing,Spliceosome,382
383,Genetic information processing - Spliceosome - M00399: Cap binding complex,M00399,M00399: Cap binding complex,Genetic information processing,Spliceosome,383
384,Genetic information processing - Protein processing - M00400: p97-Ufd1-Npl4 complex,M00400,M00400: p97-Ufd1-Npl4 complex,Genetic information processing,Protein processing,384
385,Genetic information processing - Protein processing - M00401: Sec61 complex,M00401,M00401: Sec61 complex,Genetic information processing,Protein processing,385
386,Genetic information processing - Protein processing - M00402: Translocon-associated protein (TRAP) complex,M00402,M00402: Translocon-associated protein (TRAP) complex,Genetic information processing,Protein processing,386
387,Genetic information processing - Protein processing - M00403: HRD1/SEL1 ERAD complex,M00403,M00403: HRD1/SEL1 ERAD complex,Genetic information processing,Protein processing,387
388,Genetic information processing - Protein processing - M00404: COPII complex,M00404,M00404: COPII complex,Genetic information processing,Protein processing,388
389,Genetic information processing - RNA processing - M00405: THC complex,M00405,M00405: THC complex,Genetic information processing,RNA processing,389
390,Genetic information processing - RNA processing - M00406: TREX complex,M00406,M00406: TREX complex,Genetic information processing,RNA processing,390
391,Genetic information processing - Ubiquitin system - M00407: SCF-CDC4 complex,M00407,M00407: SCF-CDC4 complex,Genetic information processing,Ubiquitin system,391
392,Genetic information processing - Protein processing - M00408: ESCRT-0 complex,M00408,M00408: ESCRT-0 complex,Genetic information processing,Protein processing,392
393,Genetic information processing - Protein processing - M00409: ESCRT-I complex,M00409,M00409: ESCRT-I complex,Genetic information processing,Protein processing,393
394,Genetic information processing - Protein processing - M00410: ESCRT-II complex,M00410,M00410: ESCRT-II complex,Genetic information processing,Protein processing,394
395,Genetic information processing - Ubiquitin system - M00411: SCF-GRR1 complex,M00411,M00411: SCF-GRR1 complex,Genetic information processing,Ubiquitin system,395
396,Genetic information processing - Protein processing - M00412: ESCRT-III complex,M00412,M00412: ESCRT-III complex,Genetic information processing,Protein processing,396
397,Genetic information processing - Repair system - M00413: FA core complex,M00413,M00413: FA core complex,Genetic information processing,Repair system,397
398,Genetic information processing - Repair system - M00414: Bloom's syndrome complex,M00414,M00414: Bloom's syndrome complex,Genetic information processing,Repair system,398
399,"Carbohydrate and lipid metabolism - Fatty acid metabolism - M00415: Fatty acid biosynthesis, elongation, endoplasmic reticulum",M00415,"M00415: Fatty acid biosynthesis, elongation, endoplasmic reticulum",Carbohydrate and lipid metabolism,Fatty acid metabolism,399
400,Energy metabolism - ATP synthesis - M00416: Cytochrome aa3-600 menaquinol oxidase,M00416,M00416: Cytochrome aa3-600 menaquinol oxidase,Energy metabolism,ATP synthesis,400
401,Energy metabolism - ATP synthesis - M00417: Cytochrome o ubiquinol oxidase,M00417,M00417: Cytochrome o ubiquinol oxidase,Energy metabolism,ATP synthesis,401
402,"Secondary metabolism - Aromatics degradation - M00418: Toluene degradation, anaerobic, toluene => benzoyl-CoA",M00418,"M00418: Toluene degradation, anaerobic, toluene => benzoyl-CoA",Secondary metabolism,Aromatics degradation,402
403,"Secondary metabolism - Aromatics degradation - M00419: Cymene degradation, p-cymene => p-cumate",M00419,"M00419: Cymene degradation, p-cymene => p-cumate",Secondary metabolism,Aromatics degradation,403
